reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
fdca8433-1cca-4f96-8384-84e17cb8fdca,Abdurahmon Rahimov,https://play-lh.googleusercontent.com/a-/ALV-UjVoPNkgY3t75SmTIQFJUSuCf8KZEKmaHXwIu4Svm-VgvY-xMilH,"Sometimes it works very bad. Mostly I go through down, I enter and see how is item. And then when I go out it goes to the first automatically. It can irritate customers. Secondly I wanted to return item and it is hard to find something which you want. The problem is the words and and places which you used are different than others and it can be cause to confuse consumers.",3,137,7.0,2020-07-13 06:56:53,"Hi, please share the details of your issue at support@splashfashions.com  so that we can look into it & assist you in the best possible way.",2020-07-23 22:17:25,7.0,most_relevant,com.landmarkgroup.splashfashions
5e049715-c72d-496b-8fd5-a9a9a85d126e,ASHWIN ANAND,https://play-lh.googleusercontent.com/a/ACg8ocKpUHB28Dxu62Xugquw0vO5XohVbFRw1Od26odNh8L7o25NLg=mo,"Pathetic app. The delivery time mentioned is never met. The offers and discounts related to bank cards are a scam. The only thing worse than the app is their customer service. After the call, when asked to rate the call, anything less than a 5 is returned with ""The system is facing technical difficulties"". Extremely disappointed.",1,65,8.19,2023-11-22 00:01:39,We apologize for the disappointment. Please share the order details with us at support@splashfashions.com. We will get in touch with you and do the needful. Thanks.,2023-11-22 00:55:26,8.19,most_relevant,com.landmarkgroup.splashfashions
24beafbf-4b14-48f9-b553-775c82f1f169,Priya Surya,https://play-lh.googleusercontent.com/a/ACg8ocISReMebjKf9O5fdOY8MZyMJz_Ut5c0GmhoyLubd4f5W4Xj7EHF=mo,"I have came back to change my review after placing an order successfully. Thanks for offering me free shipping+COD. I really struggled to use my card. The app definelty needs a lot of improvement. However I found everything I really needed and the exact size. The size description is very appropriate. On emailing, the spalsh team responded really well. Haven't tried returns though...",4,77,7.5,2020-11-18 08:42:48,,,7.5,most_relevant,com.landmarkgroup.splashfashions
a8a0c4b8-6ec0-43a0-85c3-f2e2bf4b6349,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Out of the few items purchased from splash app, one of them was damaged and in a worn out condition with stains. The other one was completely different from the image shown on the model. The customer service agents were confused about the return policy, due to which I had to place several calls.My question is instead of making your customers go through so much hassle shouldn't you have checked the items before shipping.Horrible customer service. And very disappointing clothes.",2,26,6.24,2019-11-23 23:03:15,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at support@centrepointstores.com and we promise to get this resolved quickly.",2020-01-12 15:14:24,6.24,most_relevant,com.landmarkgroup.splashfashions
f0bb3d75-a53f-4958-97f6-f195bf80e086,Petty Nasra,https://play-lh.googleusercontent.com/a-/ALV-UjXhYlT8eKHEHJEWY1tClwOs4xVbCErd47orvZIvKW3OTc5pxp9QeA,"I really not satisfied with the return and refund process. I have been waiting for the refund but until now no update.They still not pick up the items. Then, surprisingly they said they have lost my contact details! That's really weird because my contact details are all in Splash accounts. I requested my refund on 20 November last month.Based on the policy, it will take 10 days but now it's more than 10 days. My first experience with the Splash.Really dissapointed!",1,61,7.5,2020-12-05 17:39:28,"Hi, Sorry to hear that! We request that you please help us with your order/shipment number at support@splashfashions.com. We will get back to you at the earliest.",2020-12-05 21:51:38,7.5,most_relevant,com.landmarkgroup.splashfashions
44db230d-d830-4ca2-9974-273bb0da4be1,Rezk Bedier,https://play-lh.googleusercontent.com/a/ACg8ocI_3KaXEoP-J2Cxf_9UZQjNYeq2qqpvk9uLmrUOkXnq5UsUiw=mo,This is the worst customer service ever. Item from the order been cancelled without any notification and when I called they said that the item is not available. However it is still showing available in the app. And then I have to wait for my refund which will take 14 days to get the money back to my credit card.Customer services really they don't care.,1,42,7.8,2021-02-03 15:07:13,"Hi Rezk,We apologize for the disappointment. Please share the order details with us at support@centrepointstores.com. We will get in touch with you and do the needful. Thanks.",2021-02-03 19:11:48,7.8,most_relevant,com.landmarkgroup.splashfashions
829f458f-6b8f-4e4a-a967-c9673253560f,Liako Giromi,https://play-lh.googleusercontent.com/a/ACg8ocJH_3nfe7iL6ubLDvizoADYudwmDvK3hpyXBSMQJiFSdtR-cw=mo,"Terrible UX. Too slow. Everything you press brings up ""Please wait"" loading. Spent hours browsing when it could've taken me minutes because it's so slow and unresponsive and keeps forgetting my sort and filter preferences every few minutes. I also spent hours trying to make a purchase that should take 5 minutes. I'd rather use the website on desktop. Terrible, terrible app... Edit for reply: RARE? HAVE YOU EVEN READ THE OTHER REVIEWS ON THIS APP? Jeez.",1,42,7.51,2022-11-17 11:20:00,"Hey, thanks for writing a review. Sometimes, the app may be slow but such instances are rare. If it happens too often, please let us know at support@splashfashions.com. We'll have things investigated.",2022-11-17 11:04:36,7.51,most_relevant,com.landmarkgroup.splashfashions
3f2564a1-0725-4460-9fc6-6a23b95ae3df,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I won't even give it a one star, since I've never got to use it. Complaints to the customer service have only yielded in answeres telling me to download the app again and ""we are working on the problem"" what's the point of sending me voucher codes etc. And discounts if you can't even make the app work properly. Poor service! And disappointing.",1,69,6.24,2019-12-16 16:15:31,"Hi, we apologize for this. Please send us your concern at support@splashfashions.com along with the screenshot of the error you receive. This will be handled with utmost priority.",2020-01-10 00:51:35,6.24,most_relevant,com.landmarkgroup.splashfashions
c33e7ee0-1686-47cc-b7d5-af2edd84beac,hiba alhaj,https://play-lh.googleusercontent.com/a-/ALV-UjUBFVlZjMGxWxedxABnjUVBvuFGhjdTXlSKAh-VsscWN8cc9x0,"Sign in is a nightmare! I always have to sign in multiple times and it's never successful even though I'm 100% sure of my password and account and when I reset my password and try to sign in right after, it also doesn't work. Makes shopping with splash a nightmare and I really hate doing it. It's been this way for as long as I remember (more than 2 years maybe!!)",1,43,7.51,2022-11-16 19:14:23,"Oh no! We sincerely apologize for the troubles you've had with the app. We'd be happy to take a look into this for you, please contact us at support@splashfashions.com. Thank you.",2022-11-17 11:05:14,7.51,most_relevant,com.landmarkgroup.splashfashions
0721a8f4-43b4-466c-a85c-7976440e0783,Mioara Catana,https://play-lh.googleusercontent.com/a/ACg8ocKux13yJU_WvKWl0T1IPEQP32-8HkLqmYhxCpASgBwXXUofuA=mo,The app is not bad but yes it restarts a lot. Now what really makes me angry sometimes are the items itself and the materials. A lot of polyester in plus sizes and imitating expensive materials such as lace is not appropriate. It makes the garments look cheap and it's obvious is not the right thing there. If you want to keep yourself safe use more cotton and viscose instade of so much artificial materials and push the designs (even if you inspire yourself from big fashion houses!!!),4,110,7.43,2022-05-19 15:40:23,"Hi Mioara, thanks for writing a review. Sometimes, the app may be slow but such instances are rare. If it happens too often, please let us know at support@splashfashions.com. We'll have things investigated.",2022-05-24 16:11:49,7.43,most_relevant,com.landmarkgroup.splashfashions
3b0963ea-7616-4e86-b0f6-221d3756d3b7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I am facing a problem with the app, Everytime tried to press any offer/option the app sending me back to the home page after refreshing !!! I used to use your app and made purchases many times and it was not bad. Today again there is an issue and last time I faced the same, I thought the app needed update or something but still same problem. SOLVE THIS PROBLEM IMMEDIATELY PLEASE",1,83,6.24,2019-12-02 17:12:11,"Please clear the data and cache for your app by going to your phone settings. This should resolve your issue. In case you are still facing the problem, please contact us at support@centrepointstores.com with your contact details and relevant screenshots.",2020-01-12 15:03:53,6.24,most_relevant,com.landmarkgroup.splashfashions
1647640c-d8b2-4433-ad4f-29c3667149f3,sanjeev sehgal,https://play-lh.googleusercontent.com/a/ACg8ocI-nxfht0BIb7atd_aqBv2BhoSgmqbP5BRbGFub7_eDDXa0rQ=mo,"Hi, I will give it 4 star. The app is good, it just takes sometime to understand how to find specific items. Team can work towards the slow response of the app, which is the only issue i see in my opinion. Rest everything is good. Products are very well placed and offer/ sale prices are very good. One place to find all offers. No need to go different stores to find one dress. I like shopping here, the most imp thing is delivery, very next day. Pick up or home delivery both are quick. That it.",4,63,7.35,2022-04-30 09:58:44,"Dear User, Thank you for your suggestions. We will try and incorporate them upcoming versions.",2022-04-30 18:03:50,7.35,most_relevant,com.landmarkgroup.splashfashions
391d415d-df58-4c9d-a2cf-c9ebff0f0b43,Mazeen Muhammed,https://play-lh.googleusercontent.com/a-/ALV-UjWEZotwM1FIOzyON5lp4yM0-e8dRr-u_MTFUtlWgRtfkOuylP8,"2 improvement points. 1. When you hit back after opening a product, it just keeps loading. Have to click twice. 2. If i select a product say hoodie, i also want to see the option of the trouser that goes along with it. So that if i want to buy that hoodie I can then navigate to the trouser that the model was wearing.",4,57,7.51,2022-11-16 15:44:07,,,7.51,most_relevant,com.landmarkgroup.splashfashions
c4a7d8c4-2bb3-40d3-b75d-358ddab07525,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I have been using this app for some time and had been enjoying the online purchasing and opt out the click and collect option for the delivery. However now it has changed the collection points to limited areas which is inconvenient for me. Only several areas are chosen as collection points unlike before there was various malls were included as collection points. I hope the changes are revised to serve the customer better or else it is going to lose a customer.,1,62,6.14,2019-05-20 06:01:44,"Hi Fauziah, we thank you for your feedback. Can you please share with us more details about this concern?",2019-05-20 14:04:44,6.14,most_relevant,com.landmarkgroup.splashfashions
12edfe84-b727-4497-9ac1-66e2c2a2dcdc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It's not working after the upgrade. It's freeze on first page. Can't see the search option. Uninstalling it! Support team, I have shared my details - but your robotic answering team asking same question ""Dear customer, Thank you for getting in touch with us. Please provide us with more details about your inquiry so we can further assist you. We look forward to hearing from you. Your friends, The Splash Support Team""",1,6,6.15,2019-06-16 01:40:32,We are sorry about this Anu. It would be helpful if you share the requested details in order for us to assist you.,2019-06-17 13:13:59,6.15,most_relevant,com.landmarkgroup.splashfashions
aa359409-128b-4462-bd40-bd1c0e7d7e03,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very convenient to buy and the price is absolutely great! However, when I am about to pay through card, it failed several times. So, I have to go to COD. Another thing, they give me a promo code but it doesn't apply to my order.",3,32,6.10,2019-01-03 16:52:14,"Hi Romel, we are sorry for this experience. We suggest that you uninstall and reinstall the app to resolve the issue.",2019-01-03 17:29:27,6.10,most_relevant,com.landmarkgroup.splashfashions
68a5309c-cf8b-4fe5-a2ef-5174e2d11c1b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice app. but needs to widen the collection to include all in-store items. Also still missing some options to make it easier like not to take you to check out option whenever you add an item. I don't like the 15 items max. order. Also Shukran caridit is not updated at all no matter how many orders you have made!!,4,43,6.10,2019-01-17 22:50:57,,,6.10,most_relevant,com.landmarkgroup.splashfashions
5b96d9ff-0ef9-4889-a67d-adac3c2e14fc,Hazim Usama,https://play-lh.googleusercontent.com/a-/ALV-UjV8qQ9Rckzt3qcWFHbnXd6tC-gv-HhMIaXHRsElDSMUUbxbUkg,"Worst service I've ever dealt with Worst customer service Worst delivery (never got any of the things i ordered) After waiting for my order to arrive for a week and after saying it was out for deliver, my order got cancelled I called to ask why it was cancelled no one helped me and said there's nothing they could do Worst experience with an app ever I'm never shopping from this app again.",1,12,7.13,2021-06-11 16:43:00,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at support@splashfashions.com and we promise to get this resolved quickly.",2021-06-15 15:52:11,7.13,most_relevant,com.landmarkgroup.splashfashions
70d8383d-3755-4008-bfd0-efde4ab06c2d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I placed an order ""click and collect"" and it has been 12 days team is unable to deliver the product i bought at their store for pick up. There is lot of communication back and forth but no solution. They are neither cancelling the order nor delivering the goods. I wish, i could give them negative ratings.",1,18,6.24,2019-12-06 04:24:27,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at support@centrepointstores.com. We will get back to you at the earliest.",2020-01-12 15:00:56,6.24,most_relevant,com.landmarkgroup.splashfashions
54a4ea19-79e4-4a28-829d-2cea8b12b925,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"the application won't load anything, just stuck on loading icon. fix it please update:- problem still exists even after reinstalling the application/ my phone Huawei Nova 3, and yes my system updated to the last version. and bybthr way the application was working fine before few days/ update: i don't have user ID to give you, and i can't access center point app and shoemart app as well, i think you are all connected in the same server",1,46,6.14,2019-05-15 14:55:48,Can you please share with us your user ID?,2019-05-12 10:51:23,6.14,most_relevant,com.landmarkgroup.splashfashions
b3d50608-ed4a-4c5a-8ad9-b45998bc4cc7,Vivek Balaney,https://play-lh.googleusercontent.com/a-/ALV-UjUEMx3yuQRC8kSISgIEKaueTtkH8xoc4rmxw8A7sHOAKsp7P2L-sQ,"Sadly ordered many times as deals are better than offline. But the expereience is the same, old, laggy, counter intuitive, draggy, slow application. Will change review once it works better. Love the brand and ppl behind in but in 2022 we gotta make online convenient. Writing it here to open some eyes and let the responsibe be more responsible.",1,33,7.47,2022-09-20 10:07:28,,,7.47,most_relevant,com.landmarkgroup.splashfashions
eac773e0-2c54-4f88-a010-fff8be1e65be,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Worst app.. booked and confirmed .. after may 4-5 hours it sends you email that order is cancelled.. and if you browse the products again.. it still shows the item is available.. With me within the past 2 days it has happened more than 10 times and across your apps of splash,max,centrepoint",1,23,6.10,2019-01-08 23:56:44,"Hi Atif, we are sorry for this experience. Please share with us the order ID to help you check on this.",2019-01-09 12:36:48,6.10,most_relevant,com.landmarkgroup.splashfashions
a79078cd-c15c-4f94-979a-90fd0ff61a70,Michelle Rademeyer,https://play-lh.googleusercontent.com/a/ACg8ocJ3j_7tr65Dl8qZdZnHjBEj8iD2nIGaA29w7XgOyB9H1eLFGA=mo,Terrible online experience!! Placed an order online. The amount have been deducted from my account. Now I have received an email to say that my order have not been processed and that there was no amount taken. But the deduction have gone through. This is absolutely horrible. No one is getting back to me regarding the payment made and the fact that I will not get my order. Worst Worst Online Experience Ever 😡😡😡😡,1,137,7.35,2022-03-11 22:40:11,"Dear User,
We apologize for the issue. Could you please share your order ID at support@centrepointstores.com so that we can check the issue.",2022-03-13 18:47:38,7.35,most_relevant,com.landmarkgroup.splashfashions
9706cde7-edc8-4ec2-878a-448c827d0926,Rachel Sharman,https://play-lh.googleusercontent.com/a/ACg8ocJpEZR9M3e1hvzWZ-M00nLv9swAgHsfwT37uI_kaPtYfSR9Fw=mo,The order delivery is taking forever. Click and collect in other platforms takes hardly 3 days maximum. I asked for click and collect so that I could get the outfits earlier than home delivery.I placed my order on 22.7.21. Today 27.7.21. Still the app doesn't show any change in status from order placed.. even processing is not updated. I suggest that they should provide the delivery date and adhere to the date. This seems like a forever waiting with status remaining as placed order.,1,12,,2021-07-27 22:26:33,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at support@centrepointstores.com. We will get back to you at the earliest.",2021-07-29 15:29:09,,most_relevant,com.landmarkgroup.splashfashions
3abf1db8-872d-4c89-a9cc-d069adad0773,Mldw Jozt,https://play-lh.googleusercontent.com/a/ACg8ocLG8Nd-KnaKq-G6uP9czKt__RiDH4z4N3EE98MU_V7RP9AiBA=mo,"Very, very bad because it's a program that doesn't make fully available options for changing clothes of different sizes, and there's also a size There are conditions that you cannot refund with the clothes recovered, although there is a voucher above 40 dinars for interest from the voucher because they will decrease the amount to you, although the payment is cash when receiving is also interest.",1,6,,2022-05-01 14:29:25,We regret to note this. Please contact us at support@centrepointstores.com with your contact details so that we can address your concern.,2022-05-02 13:16:58,,most_relevant,com.landmarkgroup.splashfashions
29439be2-0d65-4d31-a6ac-dac7239a4c12,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Worst experience ever with a shopping app It booked my order and after a few hours I received an email containing that my order has been cancelled. I also re-checked the same product and it was available on the app. There should be some respect for online customers as we are not sitting free of work. I would rate it zero star if possible. And I will tell all my friends to uninstall this app. I will also post about this big scam app on all of my social media accounts and share as much as I can.,1,25,6.10,2019-01-14 03:44:33,"Hi Sameer, we are sorry for this experience. Kindly share with us the order ID to check on this.",2019-01-14 12:20:34,6.10,most_relevant,com.landmarkgroup.splashfashions
c9de4763-5ef7-4fea-b381-e2bf344d3aa8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,The app doesnt work outside the UAE. So if you are looking to view products from another country and get it delivered to a family member or friend pls note that the app restricts entry from outside UAE- you wont be able to view any items. Have had this issue since the last year and looks like they wont fix it. So I just uninstalled the app. The same goes for their website and other sister co apps.,1,6,,2020-04-07 02:05:41,,,,most_relevant,com.landmarkgroup.splashfashions
0da6da53-0f23-4233-b114-ead4cce0db56,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App is not working. Keeps on crashing while launching. It's happening with all land mark retail app such as max and centrepoint too. Your new update has made app crashing in everyone devices. Can't even open the app. Also reported sent you guys the screen shot as well!,1,82,6.24,2019-11-16 19:11:45,"Hi, we are sorry to hear that. Do share the screenshot of the error page at  support@splashfashions.com
 to enable us to assist you further, Along with your Device Model, App version, and OS",2019-10-31 10:57:17,6.24,most_relevant,com.landmarkgroup.splashfashions
2ac52535-e550-428c-9af5-2736f8bb0c01,Khalil Rami,https://play-lh.googleusercontent.com/a/ACg8ocIVhQ9Irz4-HksF0QwII3z3uhaPGn3amwIs41T6dUjRaYkoGA=mo,"App is EXTREMELY laggy, slush and unresponsive. The issue has been persisting for at least 2 years now, the development team didn't bother to fix it. And no, it's not my phone, other people around me experience the exact same thing. I have re-installed the app, formatted my phone.. etc. Nothing helps.",2,113,7.45,2022-06-13 18:55:21,"Hi Khalil, we are sorry that you're having issues with the app. Can you write to us at support@splashfashions.com. Kindly include a description of the issue you are facing, your Android version, and your app version. We will investigate immediately & solve the issue.",2022-06-16 15:46:40,7.45,most_relevant,com.landmarkgroup.splashfashions
e8dd7569-9b31-45af-ab54-82577316c9db,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very bad service,probably one the worst online shopping experience you'll ever have.i have been trying to return clothes that i bought and it have been almost a month and they didn't give me my money back or exchange it , and every employee in the service center gives me a different reason for the delay.",1,9,6.26,2020-02-23 22:49:16,"Hi,
Sorry to hear that! We request that you please help us with your order/shipment number at support@splashfashions.com. We will get back to you at the earliest.",2020-02-26 15:03:15,6.26,most_relevant,com.landmarkgroup.splashfashions
15a8e0cc-0cae-4fa0-9aa1-034c5ddeb524,Sahar Fatima,https://play-lh.googleusercontent.com/a-/ALV-UjW6LAZUk58kDzGvKS-lM9O_XRQIPh80M62JU-qhRpKOvaYkpYZHqQ,Pathetic app. It eats my money as well. I made an order while order placement was on the last stages suddenly app got stuck but amount was deducted from the account and no order record was saved. I called several times on the helpline but they said sorry we cannot resolve this issue. App developer is very poor.. Pathetic server. Stucks everytime. And i believe all user facing same issue.,1,24,,2020-06-29 07:41:55,"Hi, we are sorry that you faced an issue. Could you please share your contact details with us on support@splashfashions.com so that we can get in touch with you and resolve the issue.",2020-07-23 21:42:40,,most_relevant,com.landmarkgroup.splashfashions
d34c7cec-d444-4c71-b5be-17af091efb68,dorti karen (FP Dorothy),https://play-lh.googleusercontent.com/a-/ALV-UjWjGuJH2GD8iCE0Lc81SmmLCGrwvV8_V7LHb8hNUZbOpt5l69CRqg,"I have complained through the app and their facebook acct about the item i ordered but received a different one for it but no one has ever contacted to resolve the issue. It has been 2 weeks. I ordered an eyelash curler but received a pillow case. I was a regular online shopper but now im disappointed. Update: emailed the address given and received a notification that i'll be eeceiving a refund for my missing item and i have to reruen the wrong one. For the response, thank u.",3,12,,2021-03-18 20:47:44,"Hi,
Please accept our sincere apology. We are very sorry to know about your experience with us. Please let us know your order number at support@splashfashions.com and we promise to get this resolved quickly.",2021-03-18 15:12:40,,most_relevant,com.landmarkgroup.splashfashions
c743c851-86aa-463a-b217-51fe275038a9,Meenal Mishra,https://play-lh.googleusercontent.com/a-/ALV-UjXgonTZKPh2VOJQ_GhlpINogNnvHgxurm-PYjJSqT7Hulq3vc8KGw,pocket friendly and quality product,4,0,8.59,2024-12-14 10:21:26,Thank you for taking the time to write this review. Your kind words encourage us greatly. Happy shopping!,2024-12-15 15:54:49,8.59,most_relevant,com.landmarkgroup.splashfashions
